,Title,Description,Link
135,Introduction to Software Testing,"After completing this course, you will have an understanding of the fundamental principles and processes of software testing. You will have actively created test cases and run them using an automated testing tool. You will being writing and recognizing good test cases, including input data and expected outcomes. After completing this course, you will be able to…
- Describe the difference between verification and validation.
- Explain the goal of testing.
- Use appropriate test terminology in communication; specifically: test fixture, logical test case, concrete test case, test script, test oracle, and fault.
- Describe the motivations for white and black box testing.
- Compare and contrast test-first and test-last development techniques.
- Measure test adequacy using statement and branch coverage.
- Reason about the causes and acceptability of and poor coverage
- Assess the fault-finding effectiveness of a functional test suite using mutation testing.
- Critique black-box and white-box testing, describing the benefits and use of each within the greater development effort.
- Distinguish among the expected-value (true), heuristic, consistency (as used in A/B regression), and probability test oracles and select the one best-suited to the testing objective.
- Craft unit and integration test cases to detect defects within code and automate these tests using JUnit.  To achieve this, students will employ test doubles to support their tests, including stubs (for state verification) and mocks (for behavioral verification) (https://martinfowler.com/articles/mocksArentStubs.html).

This course is primarily aimed at those learners interested in any of the following roles: Software Engineer, Software Engineer in Test, Test Automation Engineer, DevOps Engineer, Software Developer, Programmer, Computer Enthusiast. We expect that you should have an understanding of the Java programming language (or any similar object-oriented language and the ability to pick up Java syntax quickly) and some knowledge of the Software Development Lifecycle.",https://www.coursera.org/learn/introduction-software-testing
136,"Everyday Excel, Part 1","""Everyday Excel, Part 1"" is aimed at learners who are seeking to learn Excel from the ground up.  No experience with Excel is necessary.  While this course is meant for beginners of Excel, advanced users will undoubtedly pick up new skills and tools. This course is the first part of a three-part series and Specialization that focuses on teaching introductory through very advanced techniques and tools in Excel.  In this course (Part 1), you will: 1) learn how to effectively navigate around the Excel environment; 2) edit and format Excel worksheets; 3) implement basic to advanced Excel functions (including financial, logical, and text functions); 4) learn how to manage data sets (filter, remove duplicates, consolidate data, sort data, and validate data); and 5) learn how to effectively visualize data through scatterplots, column charts, and pie charts.

New to Excel?  That is entirely fine!  This course is meant to be fun, thought-provoking, and appeal to a wide audience.  No prior knowledge in programming nor advanced math skills are necessary.  The course is organized into 5 Weeks (modules). 

To pass each module, you'll need to pass a mastery quiz and complete a problem solving assignment.  This course is unique in that the weekly assignments are completed in-application (i.e., on your own computer in Excel), providing you with valuable hands-on training.",https://www.coursera.org/learn/everyday-excel-part-1
137,Fundamentals of Generative AI for Beginners,"Generative AI is a disruptive technology and its impact has been immense. It is causing businesses to rethink customer strategies and redesign their products, chipmakers are scrambling to keep up with the increased demand for processors, and in academia, educators are altering learning paths and curriculums in every field of study. The material presented in this course will introduce you to the world of generative AI and uncover some of the ingredients that make up this groundbreaking field. Using basic terms and a few simple examples, we will explain what generative AI is, what makes it work, and help build a foundation of knowledge that takes you to the next step on your learning journey. Throughout the course, you'll learn what large language models, neural networks, training data sets, and prompts are. You'll also become familiar with some tools and processes used to build generative AI applications. This course is designed for students, early career professionals, and non-Machine Learning practitioners eager to learn more about Generative AI. The material is ""code free"" and builds a foundation of knowledge that can be applied towards advanced learning in the areas of Generative AI and machine learning.",https://www.coursera.org/learn/aws-generative-ai-for-beginners
138,State Estimation and Localization for Self-Driving Cars,"Welcome to State Estimation and Localization for Self-Driving Cars, the second course in University of Toronto’s Self-Driving Cars Specialization. We recommend you take the first course in the Specialization prior to taking this course.  This course will introduce you to the different sensors and how we can use them for state estimation and localization in a self-driving car. By the end of this course, you will be able to:
- Understand the key methods for parameter and state estimation used for autonomous driving, such as the method of least-squares
- Develop a model for typical vehicle localization sensors, including GPS and IMUs
- Apply extended and unscented Kalman Filters to a vehicle state estimation problem
- Understand LIDAR scan matching and the Iterative Closest Point algorithm 
- Apply these tools to fuse multiple sensor streams into a single state estimate for a self-driving car 

For the final project in this course, you will implement the Error-State Extended Kalman Filter (ES-EKF) to localize a vehicle using data from the CARLA simulator. 

This is an advanced course, intended for learners with a background in mechanical engineering, computer and electrical engineering, or robotics. To succeed in this course, you should have programming experience in Python 3.0, familiarity with Linear Algebra (matrices, vectors, matrix multiplication, rank, Eigenvalues and vectors and inverses), Statistics (Gaussian probability distributions), Calculus and Physics (forces, moments, inertia, Newton's Laws).",https://www.coursera.org/learn/state-estimation-localization-self-driving-cars
139,Fundamentals of Software Architecture for Big Data,"The course is intended for individuals looking to understand the basics of software engineering as they relate to building large software systems that leverage big data. You will be introduced to software engineering concepts necessary to build and scale large, data intensive, distributed systems. Starting with software engineering best practices and loosely coupled, highly cohesive data microservices, the course takes you through the evolution of a distributed system over time. This course can be taken for academic credit as part of CU Boulder’s MS in Data Science or MS in Computer Science degrees offered on the Coursera platform. These fully accredited graduate degrees offer targeted courses, short 8-week sessions, and pay-as-you-go tuition. Admission is based on performance in three preliminary courses, not academic history. CU degrees on Coursera are ideal for recent graduates or working professionals. Learn more: 

MS in Data Science: https://www.coursera.org/degrees/master-of-science-data-science-boulder 

MS in Computer Science: https://coursera.org/degrees/ms-computer-science-boulder",https://www.coursera.org/learn/software-architecture-for-big-data-fundamentals
140,Introduction to Software Product Management,"This course highlights the importance and role of software product management. It also provides an overview of the specialization, as well as its goals, structure, and expectations. The course explains the value of process, requirements, planning, and monitoring in producing better software.",https://www.coursera.org/learn/introduction-to-software-product-management
141,Managing Google Workspace,"Managing Google Workspace is the second course in the Google Workspace Administration series. This course focuses on the Google Workspace core services such as Gmail, Calendar, and Drive & Docs. You will become familiar with the various service settings, and learn how to enable them for all or just a subset of your users. You will gain an understanding of Google Vault, Google’s ediscovery service. You will understand the various admin console reports that are available and be able to search and filter the information in these reports. Finally you will see how multiple domains can be used with Google Workspace and learn how to add a new domain to your account.",https://www.coursera.org/learn/managing-google-workspace
142,Single Page Web Applications with AngularJS,"Do you want to write powerful, maintainable, and testable front end applications faster and with less code? Then consider joining this course to gain skills in one of the most popular Single Page Application (SPA) frameworks today, AngularJS. Developed and backed by Google, AngularJS is a very marketable skill to acquire. In this course, we will explore the core design of AngularJS 1.x (latest version of AngularJS 1), its components and code organization techniques. We will enhance the functionality of our web app by utilizing dependency injection to reuse existing services as well as write our own. We will create reusable HTML components that take advantage of AngularJS data binding as well as extend HTML syntax with a very powerful feature of AngularJS called directives. We’ll set up routing so our SPA can have multiple views. We will also learn how to unit test our functionality. At the end of this course, you will build a fully functional, well organized and tested web application using AngularJS and deploy it to the cloud.",https://www.coursera.org/learn/single-page-web-apps-with-angularjs
143,Object Oriented Programming in Java,"Welcome to our course on Object Oriented Programming in Java using data visualization. People come to this course with many different goals -- and we are really excited to work with all of you! Some of you want to be professional software developers, others want to improve your programming skills to implement that cool personal project that you’ve been thinking about, while others of you might not yet know why you’re here and are trying to figure out what this course is all about. This is an intermediate Java course. We recommend this course to learners who have previous experience in software development or a background in computer science.  Our goal is that by the end of this course each and every one of you feels empowered to create a Java program that’s more advanced than any you have created in the past and that is personally interesting to you. In achieving this goal you will also learn the fundamentals of Object Oriented Programming, how to leverage the power of existing libraries, how to build graphical user interfaces, and how to use some core algorithms for searching and sorting data. And this course is project-based, so we’ll dive right into the project immediately!

We are excited to be offering a unique course structure, designed to support learners of different backgrounds in succeeding at their own pace. The first module explains how this will work and if this course is right for you. We also recommend taking a few minutes to explore the course site. A good place to start is the navigation bar on the left. Click Course Content to see what material we’ll cover each week, as well preview the assignments you’ll need to complete to pass the course. Click Discussions to see forums where you can discuss the course material with fellow students taking the class. Be sure to introduce yourself to everyone in the Meet and Greet forum.

This course should take about 6 weeks to complete. You can check out the recommended course schedule below to see a quick overview of the lessons and assignments you’ll complete each week.

We’re excited you’re here learning with us. Let’s get started!",https://www.coursera.org/learn/object-oriented-java
144,Introduction to Structured Query Language (SQL),"In this course, you'll walk through installation steps for installing a text editor, installing MAMP or XAMPP (or equivalent) and creating a MySql Database. You'll learn about single table queries and the basic syntax of the SQL language, as well as database design with multiple tables, foreign keys, and the JOIN operation. Lastly, you'll learn to model many-to-many relationships like those needed to represent users, roles, and courses.",https://www.coursera.org/learn/intro-sql
145,The Full Stack,"As you prepare for your role in back-end development, practice bringing together multiple skills to build a full-stack Django app. You’ll start by setting up an environment for a local practical project, and refactoring the front and back-ends of an existing application. You will then have the opportunity to create the front and back-ends of a new application using your full-stack developer skills. By the end of this course you will be able to:
- Explain common concepts related to full stack development
- Use HTML, CSS and JavaScript to develop well-structured, interactive and responsive websites
- Build a full stack application using Django that stores its data in models on a MySQL database and updates its pages with forms and API endpoints
- Describe the different environments that web applications are deployed to

To complete this course you will need previous experience with back-end development, Python, version control, databases, Django web framework and APIs.",https://www.coursera.org/learn/the-full-stack
146,Product Analytics and AI,"Few capabilities focus agile like a strong analytics program. Such a program determines where a team should focus from one agile iteration (sprint) to the next. Successful analytics are rarely hard to understand and are often startling in their clarity. In this course, developed at the Darden School of Business at the University of Virginia, you'll learn how to build a strong analytics infrastructure for your team, integrating it with the core of your drive to value.",https://www.coursera.org/learn/uva-darden-agile-analytics
147,Unordered Data Structures,"The Unordered Data Structures course covers the data structures and algorithms needed to implement hash tables, disjoint sets and graphs. These fundamental data structures are useful for unordered data. For example, a hash table provides immediate access to data indexed by an arbitrary key value, that could be a number (such as a memory address for cached memory), a URL (such as for a web cache) or a dictionary. Graphs are used to represent relationships between items, and this course covers several different data structures for representing graphs and several different algorithms for traversing graphs, including finding the shortest route from one node to another node. These graph algorithms will also depend on another concept called disjoint sets, so this course will also cover its data structure and associated algorithms.",https://www.coursera.org/learn/cs-fundamentals-3
148,Introduction to AutoSAR,"This course covers every aspect of automotive software development, including the principles of AutoSAR, more complex AutoSAR ideas, non-AutoSAR use cases, and in-depth ECU abstraction development. You will examine the foundational software of AutoSAR, comprehend the subtleties of runnable, and develop knowledge of interfaces, connectors, and composition. Additionally, you will learn about real-time environments (RTE), such as sender-receiver, client-server, and communication RTE, and gain practical experience in planning events inside the RTE framework. The course also covers non-AutoSAR applications and goes beyond AutoSAR, concentrating on the Microcontroller Abstraction Layer (MCAL), ARXML configuration, and efficient project setup.  By the end of the course, you will have a variety of abilities in automotive software development and be well-equipped to handle challenging automotive software projects, whether inside or outside the AutoSAR framework.

This course is helpful for:

1) Engineers who work in creating automotive software, vehicle electronics, and systems engineering and wish to learn more about AUTOSAR and its use should take this course.

2) Software developers who want to embrace AUTOSAR-compliant development practices are responsible for developing software applications and components for automotive systems.

3) Engineers working on embedded systems in automobiles who want to include AUTOSAR principles into their work.

4) Systems Architects: Experts in the design and architecture of automotive systems interested in implementing AUTOSAR-compliant plans.

To be successful in this course, you should have a background in programming skills, software engineering, embedded systems, and the fundamentals of automotive technology.",https://www.coursera.org/learn/introduction-to-autosar
149,Introduction to Databases for Back-End Development,"Back-end developers write applications that end-users use to interact with databases. Some common tasks that end-users carry out using these applications include storing, searching, extracting and manipulating data. Therefore, it’s essential that all back-end developers possess strong knowledge and experience with how databases work.

In this course, you’ll receive an introduction to databases and explore the different ways in which they can be used to store and manage data. You’ll also learn to distinguish between different types of database management systems. You’ll then practice basic creation and data selection tasks with the use of Structured Query Language (SQL) commands.

By the end of this course, you’ll be able to:

- Demonstrate a working knowledge of the concepts and principles that underpin how databases work
- Identify and explain the different types of core technology and management systems used in
   databases
- Identify and interpret basic SQL statements and commands
- Manipulate records in a database with the use of SQL statements and commands
- Outline alternatives to SQL
- and plan and design a simple relational database system

You’ll also gain experience with the following:
- Fundamental concepts in database 
- Basic MySQL syntax and commands
- Database management systems
- Relational databases",https://www.coursera.org/learn/intro-to-databases-back-end-development
150,Hypothesis-Driven Development,"To deliver agile outcomes, you have to do more than implement agile processes- you have to create focus around what matters to your user and constantly test your ideas. This is easier said than done, but most of today’s high-functioning innovators have a strong culture of experimentation. In this course, you’ll learn how to identify the right questions at the right time, and pair them with the right methods to do just enough testing to make sure you minimize waste and maximize the outcomes you create with your user.

This course is supported by the Batten Institute at UVA’s Darden School of Business. The Batten Institute’s mission is to improve the world through entrepreneurship and innovation: www.batteninstitute.org.",https://www.coursera.org/learn/uva-darden-agile-testing
151,VLSI CAD Part I: Logic,"A modern VLSI chip has a zillion parts -- logic, control, memory, interconnect, etc.  How do we design these complex chips?  Answer: CAD software tools.  Learn how to build thesA modern VLSI chip is a remarkably complex beast:  billions of transistors, millions of logic gates deployed for computation and control, big blocks of memory, embedded blocks of pre-designed functions designed by third parties (called “intellectual property” or IP blocks).  How do people manage to design these complicated chips?  Answer: a sequence of computer aided design (CAD) tools takes an abstract description of the chip, and refines it step-wise to a final design. This class focuses on the major design tools used in the creation of an Application Specific Integrated Circuit (ASIC) or System on Chip (SoC) design. Our focus in this first part of the course is on key Boolean logic representations that make it possible to synthesize, and to verify, the gate-level logic in these designs.  This is the first step of the design chain, as we move from logic to layout.    Our goal is for students to understand how the tools themselves work, at the level of their fundamental algorithms and data structures. Topics covered will include: Computational Boolean algebra, logic verification, and logic synthesis (2-level and multi-level). Recommended Background
Programming experience (C, C++, Java, Python, etc.) and basic knowledge of data structures and algorithms (especially recursive algorithms).  An understanding of basic digital design:  Boolean algebra, Kmaps, gates and flip flops, finite state machine design.  Linear algebra and calculus at the level of a junior or senior in engineering.  Exposure to basic VLSI at an undergraduate level is nice -- but it’s not necessary.  We will keep the course self-contained, but students with some VLSI will be able to skip some background material.e tools in this class.",https://www.coursera.org/learn/vlsi-cad-logic
152,"Programming Foundations with JavaScript, HTML and CSS","Learn foundational programming concepts (e.g., functions, for loops, conditional statements) and how to solve problems like a programmer. In addition, learn basic web development as you build web pages using HTML, CSS, JavaScript. By the end of the course, will create a web page where others can upload their images and apply image filters that you create. After completing this course, you will be able to:
1. Think critically about how to solve a problem using programming;
2. Write JavaScript programs using functions, for loops, and conditional statements;
3. Use HTML to construct a web page with paragraphs, divs, images, links, and lists;
4. Add styles to a web page with CSS IDs and classes; and
5. Make a web page interactive with JavaScript commands like alert, onClick, onChange, adding input features like an image canvas, button, and slider.",https://www.coursera.org/learn/duke-programming-web
153,Create Machine Learning Models in Microsoft Azure,"Machine learning is the foundation for predictive modeling and artificial intelligence. If you want to learn about both the underlying concepts and how to get into building models with the most common machine learning tools this path is for you. In this course, you will learn the core principles of machine learning and how to use common tools and frameworks to train, evaluate, and use machine learning models. This course is designed to prepare you for roles that include planning and creating a suitable working environment for data science workloads on Azure. You will learn how to run data experiments and train predictive models. In addition, you will manage, optimize, and deploy machine learning models into production.

From the most basic classical machine learning models, to exploratory data analysis and customizing architectures, you’ll be guided by easy -to-digest conceptual content and interactive Jupyter notebooks.

If you already have some idea what machine learning is about or you have a strong mathematical background this course is perfect for you. These modules teach some machine learning concepts, but move fast so they can get to the power of using tools like scikit-learn, TensorFlow, and PyTorch. This learning path is also the best one for you if you're looking for just enough familiarity to understand machine learning examples for products like Azure ML or Azure Databricks. It's also a good place to start if you plan to move beyond classic machine learning and get an education in deep learning and neural networks, which we only introduce here.

This program consists of 5 courses to help prepare you to take the Exam DP-100: Designing and Implementing a Data Science Solution on Azure. The certification exam is an opportunity to prove knowledge and expertise operate machine learning solutions at cloud scale using Azure Machine Learning. This specialization teaches you to leverage your existing knowledge of Python and machine learning to manage data ingestion and preparation, model training and deployment, and machine learning solution monitoring in Microsoft Azure . Each course teaches you the concepts and skills that are measured by the exam.",https://www.coursera.org/learn/create-machine-learning-models-in-microsoft-azure
154,Blockchain Basics,"This first course of the Blockchain specialization provides a broad overview of the essential concepts of blockchain technology – by initially exploring the Bitcoin protocol followed by the Ethereum protocol – to lay the foundation necessary for developing applications and programming. You will be equipped with the knowledge needed to create nodes on your personal Ethereum blockchain, create accounts, unlock accounts, mine, transact, transfer Ethers, and check balances.        You will learn about the decentralized peer-to-peer network, an immutable distributed ledger and the trust model that defines a blockchain. This course enables you to explain basic components of a blockchain (transaction, block, block header, and the chain) its operations (verification, validation, and consensus model) underlying algorithms, and essentials of trust (hard fork and soft fork). Content includes the hashing and cryptography foundations indispensable to blockchain programming, which is the focus of two subsequent specialization courses, Smart Contracts and Decentralized Applications (Dapps). You will work on a virtual machine image, specifically created for this course, to build an Ethereum test chain and operate on the chain. This hands-on activity will help you understand the workings of a blockchain, its transactions, blocks and mining.

Main concepts are delivered through videos, demos and hands-on exercises.",https://www.coursera.org/learn/blockchain-basics
155,COBOL Programming with VSCode,"Professor Tak Auyeung of American River College, said it beautifully, “A programming language is not a fashion statement” it is used for a purpose. Whether it is to add new features, modify logic, create APIs to integrate it into other applications, or implement modern development practices, businesses around the world need application developers who know COBOL. This introductory COBOL course helps a novice learn the Structure of COBOL programs, Data types & Variable Handling, Intrinsic Functions, Branching logic and more. The goal of the course is to enable the participant to be able to write basic COBOL programs. This is a fantastic compliment to the IBM z/OS Practitioner path for the IBM Mainframe.

Join the COBOL Fridays web series. These webinars are curated for first-time programmers, lifelong learners, and anyone who's interested in learning COBOL. http://ibm.biz/cfcoursera

On successful completion of this course, learners are eligible to earn their COBOL Programming with VSCode badge.",https://www.coursera.org/learn/cobol-programming-vscode
156,Product Management: Foundations & Stakeholder Collaboration,"Product managers play a crucial role in driving the development and success of a product, serving as a critical link between customers, stakeholders, and the development team. They are responsible for understanding market requirements, defining product objectives and features, and overseeing the entire product lifecycle from conception to its release.

This course will provide you with valuable skills in fostering productive collaborations, engaging stakeholders effectively, and enhancing communication abilities.

You will learn about Kotler's Five Levels of product and market segmentation. In addition, you’ll explore the product manager's role in business development, SWOT analysis, and Porter's Five Forces Model for market assessment.

The course also helps you understand the concepts of innovation and ideation and equip you with crucial skills for effective communication and teamwork in the field of Product Management.

Throughout this course, several product management experts will share their insights and experiences in product management. Practice quizzes and graded quizzes will test your knowledge. You will be able to apply the concepts learned in the course in a final project.

This course is suitable for anyone who aspires to apply for product management jobs. It requires no prior experience or knowledge of product management.",https://www.coursera.org/learn/product-management-foundations-and-stakeholder-collaboration
157,Software Processes and Agile Practices,"This course delves into a variety of processes to structure software development. It also covers the foundations of core Agile practices, such as Extreme Programming and Scrum.",https://www.coursera.org/learn/software-processes-and-agile-practices
158,Introduction to iOS Mobile Application Development,"Learn about iOS development by learning about the OS and the development platform. Discover how to set up and prepare a local environment. Get acquainted with the Swift playground and write code in Swift.  By the end of this course, you’ll be able to: 
 
-Demonstrate a working knowledge of the general principles of mobile apps and the iOS ecosystem 
-Set up and explore the XCode environment  
-Demonstrate an understanding of how XCode is used in the Swift app development process 
-Write Swift code and create UI with the use of Swift playgrounds 
-Navigate the Swift UI 
-Manipulate data in Swift 
 
You’ll gain experience with the following tools and software: 
 
-Swift application and software 
-iOS software and development environment 
-Mobile OS 
-XCode 
-Objective-C 
-UI frameworks 
-Testflight 
-UI storyboard 
-MVC 
-APIs",https://www.coursera.org/learn/introduction-to-ios-mobile-application-development
159,React Native,"React Native is an open-source framework for building cross-platform applications (apps) using React and the platform’s native capabilities. In this course, you will move from the basics of React to a more advanced implementation using React Native. You’ll review a wide range of different React components and ways of styling them. And you’ll get to practice using different mobile methods of interactivity with React Native. Some of the basics skills you will learn include:
• Building a single-page React Native app and styling it using basic components
• Building large lists and configuring user inputs within a React Native app
• Using the Pressable component to build buttons and other clickable areas
• Setting up an app with React Navigation and moving between screens

You’ll gain experience with the following tools and software: 
• React
• React Native
• Front End development languages (HTML, CSS and JavaScript)
• JSX
• Code editing programs, such as Expo and Visual Studio Code

This course is for learners who would like to prepare themselves for a career in mobile development. To succeed in this course, you will need foundational knowledge of React basics, internet navigation skills and an eagerness to code.",https://www.coursera.org/learn/react-native-course
160,Designing User Interfaces and Experiences (UI/UX),"UI and UX design is a thriving industry with numerous prospects for anyone with the right skills. This course is designed for those who are interested in starting a career in designing UI and UX experiences as well as developers who want to create web and front-end applications. It emphasizes the key concepts, tools, and methodologies used in front-end development.   Web and mobile-accessible devices are transforming the world. Nowadays, everyone has a smartphone, tablet, smart TV, and/or laptop, which they use for communication and data searching. Companies are increasingly turning to front-end developers, mobile app developers, and UI/UX designers to assist them in producing user-friendly products. Therefore, it is crucial to provide users with a robust yet intuitive user interface and experience. 

In this course, you will learn about the best practices of visual design development and identify the differences between well-designed and poor user interfaces. You will explore typography, readability, and colour theory in UI design.  

You will gain insight into key methodologies in visual design like Responsive Web Design (RWD) and Progressive Web Design (PWD). 

You will gain exposure to tools like Figma, a collaborative cloud-based app used for interface design. You will discover the steps to set up a Figma account and learn about its configuration. In addition, you will explore the various components, styles, libraries, and layout grids used in Figma that are essential for design. 

Throughout this course, you will learn through videos, readings, activities, and quizzes designed to teach you the fundamentals of visual web and mobile design and development. You will gain a range of technical and practical knowledge and get insights and guidance from experts in the field. 
 
The practical knowledge you will gain from the hands-on labs will further strengthen your base and enable you to perform better. 

This is a beginner’s course, intended for learners with basic computer operating skills who have a fundamental knowledge of visual design development and are familiar with Figma.  

To be successful in this course, you should have a basic understanding of User Interface (UI) and User Experience (UX) design as well as website wireframes, familiarity with the different kinds of layouts and tools used for visual design in various devices, and familiarity with the Figma application.",https://www.coursera.org/learn/designing-user-interfaces-and-experiences-uiux
161,Scrum Master Certification: Scrum Methodologies,"This course is designed to help Scrum beginners learn the foundational knowledge to become proficient with Agile Scrum. Throughout the course, learners will explore User Stories and how they are prioritized in Agile, Velocity, Backlog Refinement, and Market Actions. Learners will also learn about different Scrum Reports and methods of managing risks.",https://www.coursera.org/learn/csm-practice-process-management
162,"Python Functions, Files, and Dictionaries","This course introduces the dictionary data structure and user-defined functions. You’ll learn about local and global variables, optional and keyword parameter-passing, named functions and lambda expressions. You’ll also learn about Python’s sorted function and how to control the order in which it sorts by passing in another function as an input. For your final project, you’ll read in simulated social media data from a file, compute sentiment scores, and write out .csv files. It covers chapters 10-16 of the textbook “Fundamentals of Python Programming,” which is the accompanying text (optional and free) for this course. The course is well-suited for you if you have already taken the ""Python Basics"" course and want to gain further fundamental knowledge of the Python language. Together, both courses are geared towards newcomers to Python programming, those who need a refresher on Python basics, or those who may have had some exposure to Python programming but want a more in-depth exposition and vocabulary for describing and reasoning about programs.

This is a follow-up to the ""Python Basics"" course (course 1 of the Python 3 Programming Specialization), and it is the second of five courses in the specialization.",https://www.coursera.org/learn/python-functions-files-dictionaries
163,Database Design and Basic SQL in PostgreSQL,"In this course you will learn more about the historical design of databases and the use of SQL in the PostgreSQL environment. Using SQL techniques and common commands (INSERT INTO, WHERE, ORDER BY, ON DELETE CASCADE, etc) will enable you to create tables, column types and define the schema of your data in PostgreSQL.    You will learn about data modeling and how to represent one-to-many and many-to-many relationships in PostgreSQL.   Students will do hands-on assignments creating tables, inserting data, designing data models, creating relational structures and inserting and querying relational data in tables.",https://www.coursera.org/learn/database-design-postgresql
164,Introduction to User Experience Principles and Processes,"This UX course provides an introduction to the fields of UX research and design. Learners will gain an understanding of what is involved in UX research, including conducting interviews, evaluating systems, and analyzing systems using principles of good design. Learners will also learn about the work involved in UX Design, including the generation of promising design solutions and the creation of prototypes at multiple levels of fidelity. By interleaving successive phases of UX Research and Design, learners will see how to learn from inevitable mistakes and improve towards a product with a great UX. What you'll learn:

- The skills needed for UX research and design 
- How UX researchers discover and assess user needs and assess possible designs 
- How to conduct a micro-usability test 
- How UX designers use sketching and prototyping to develop design concepts
- How to incorporate a user-centered focus into the design process 
- Key features of human behavior and describe their impact on the design of interactive systems 
- Techniques for critiquing and designing interactive systems based on human capabilities and behavior",https://www.coursera.org/learn/introtoux-principles-and-processes
165,Introduction to Java and Object-Oriented Programming,"This course provides an introduction to the Java language and object-oriented programming, including an overview of Java syntax and how it differs from a language like Python.  Students will learn how to write custom Java classes and methods, and how to test their code using unit testing and test-driven development.  Topics include basic data structures like Arrays and ArrayLists and overloading methods.",https://www.coursera.org/learn/java-object-oriented-programming
166,Getting Started with Front-End and Web Development,"Have you encountered a website with stunning design, user-friendly interactivity, and dynamic elements and wondered how it was put together? If so, this course is designed for you! It is tailored for aspiring front-end developers or those who want to get started in this field.  In this course, you will gain an understanding of front-end and web development, exploring the significance of User Interface (UI) and User Experience (UX) design. You will delve into the workings of web browsers and the internet, learning about the tools and technologies that enable you to create interactive and engaging websites and applications. Additionally, you'll explore No-Code development and be introduced to Content Management Systems (CMS). 

Throughout this course, we will provide step-by-step instructional guidance to help you engage in hands-on activities. You will also discover various job opportunities and potential career paths in the front-end development field and hear from industry professionals about their roles and experience as front-end developers. 

This course is designed for beginners in Front-end development and does not require prior programming or web development experience.",https://www.coursera.org/learn/getting-started-with-front-end-and-web-development
167,Managing an Agile Team,"While agile has become the de facto standard for managing digital innovation teams, many wonder if they’re doing it ‘right’. Twitter is full of jokes about how teams say they do agile but don’t ‘really’ do it. The reality is that getting the most out of agile is less about observing specific procedures and more about how a team focuses and measures their progress.  Rather than just boring you with an accounting of agile methodologies, this course focuses on helping you better charter your team’s focus, definition of success, and practice of agile. While learning about agile mainstays like Scrum, XP, and kanban, you’ll also learn to help your team ask the right questions about how they’re working and facilitate good answers on how agile can help.    

This course is supported by the Batten Institute at UVA’s Darden School of Business. The Batten Institute’s mission is to improve the world through entrepreneurship and innovation: www.batteninstitute.org.",https://www.coursera.org/learn/uva-darden-agile-team-management
168,Introduction to Augmented Reality and ARCore,"This class will teach you the fundamentals of augmented reality (AR), and how to build an AR experience using ARCore. Through the four week course, you'll learn: - How to identify different types of AR experiences 
- Tools and platforms used in the AR landscape 
- What makes AR feel ""real"" 
- Popular use cases for AR
- How to create an AR use flow 
- How AR experiences work
- Tools like Google Poly and Unity to build AR experiences 
- Next steps to start building an AR experience using ARCore and other tools  

This course will break down complex AR concepts to make them easy to understand, while also sharing expert tips and knowledge from Daydream's ARCore team. The course is great for beginners who are just getting started with AR or ARCore.",https://www.coursera.org/learn/ar
169,Full Stack Application Development Capstone Project,"Show your mastery of full stack application development by completing this capstone project! In this course, you will apply your knowledge and skills to a real-life inspired challenge and use your expertise to develop a successful solution.  The project provides you with an opportunity to solidify your full stack proficiency. As you design a dynamic user experience, you will develop frontend pages, add user administration, build actions for database operations, create backend services, and configure CI/CD pipelines. You will boost your capabilities with HTML, CSS, JavaScript, Django, React, Node js and NoSQL (Mongo), Containerization, IBM Code Engine, Python, and Kubernetes. Then you will devise a solution for managing the containerized deployment of your application. 

This project is created for you to apply knowledge of relevant and in-demand skills such as:  
- Designing applications and their architecture 
- Creating web frontends with static and dynamic pages using HTML, CSS, JavaScript and REACT
- Implementing user management and authentication  
- Developing backend services and communicating with databases 
- Continuously Integrating and Deploying changes using CI/CD pipelines  
- Deploying serverless applications on Code Engine 
- Creating and invoking RESTful microservices 
- Deploying the entire solution on Cloud using Kubernetes 

When you complete this project, you will have a working Full Stack application showpiece that will impress potential employers. 

Before completing this project, it is highly recommended that you complete all the prior courses offered in the IBM Full Stack Software Developer Professional Certificate.",https://www.coursera.org/learn/ibm-cloud-native-full-stack-development-capstone
170,Fundamentals of Java Programming,"Immerse yourself in the world of Java programming with this comprehensive course, consisting of three modules, has been designed for those who are completely new to Java programming and desire to develop a strong foundation in it. In the first module, Java Fundamentals, you'll be introduced to Java programming and its integral components such as the Java Virtual Machine (JVM), the Java Runtime Environment (JRE), and the Java class library. This module also provides an understanding of basic programming constructs and a hands-on experience with Java development tools.

Progressing to the second module, Core Java, you'll delve into the fundamental elements of the language. This segment emphasizes key concepts like Java Syntax, Variables, Methods, Operators, and Control Statements, supported by numerous practical assessments to refine your problem-solving skills.

Finally, in the third module, OOPS and other essential concepts, advanced aspects of Java programming are unfolded. Here, you'll learn about advanced Object-Oriented Programming (OOP) principles and critical exception handling techniques that enhance code reliability and robustness.

By the end of this course, you'll have a robust understanding of Java programming, with the ability to write efficient Java code and the readiness to delve into more advanced Java topics.",https://www.coursera.org/learn/fundamentals-of-java-programming
