,Title,Description,Link
142,Lean Software Development,"While scrum and XP were transforming the software development industry, there were another set of ideas (derived from lean manufacturing and Six Sigma) that started to influence software development methods.  These ideas around Lean Software Development forms the foundation of number of agile methods.  In this course, we will explore lean concepts and cover some of the common Lean methods and techniques like Kanban, Value Stream Mapping, etc.
 
In this course, we will also learn techniques like Lean Startup and Design Thinking that can help team learn about user and market needs much faster and cheaper. 

As part of this course, you will also apply the knowledge gained  in this course to fictional case studies.  These projects will help you gain experience to confidently apply these techniques in real world.

At the end of the course,  you will be able to apply lean techniques / methods to software development.  You will also be able to apply methods to learn about your users and market needs much faster and cheaper.",https://www.coursera.org/learn/lean-software-development
143,Open-source AI Models,"Upon completing this course, learners will understand the distinctions between open-source and closed-source frameworks and their impact on development. The course offers hands-on experience with HuggingFace.js, enabling learners to perform inference tasks and apply AI solutions in real scenarios. Participants will gain the skills to implement text-to-speech and image transformations using HuggingFace's libraries. The focus on the HuggingFace.js interface provides direct access to leading open-source AI tools, standing out in its practical approach.

A key section is on navigating the HuggingFace.js Hub, where learners discover how to access free models, essential for cost-effective AI deployment. The course culminates with insights into AI’s future in browser-based applications, preparing learners for the next wave of AI integration.

What distinguishes this course is its blend of theoretical knowledge and practical application, equipping learners to effectively utilize AI models in their projects. It's ideal for those aiming to pioneer in open-source AI application development.",https://www.coursera.org/learn/open-source-ai-models
144,Inspiring Peak Performance on Technical Teams,"Sponsored by AMAZON WEB SERVICES (AWS).  In the previous course, Leadership Principles for Software Engineers, you learned about how to hire your team and set its goals. 

Now, learn how to lead each individual team member, increasing their personal best performance, and your team's overall performance, day after day. NANCY WANG, Director of Engineering and General Manager of AWS Data Protection Services and Founder, Advancing Women in Tech (AWIT), shares with you the engineering management skills cultivated at AMAZON (the #2-ranked company in the Fortune 500), with supplemental practices from GOOGLE and MICROSOFT. Develop the skills and mental models that the world's best engineering managers apply to turn their new hires into world-class engineers.

Upon course completion, you will understand what world-class software engineering organizations expect of their managers, including: 

* Why you blend WATERFALL and AGILE methodologies to avoid the problems of either
* How you comply with LABOR LAWS and CULTURAL EXPECTATIONS while leading geographically distributed teams
* How to develop HIGH PERFORMING ENGINEERS with your COACHING, AUDITING, and FEEDBACK
* How you TURN AROUND poor performers on your team
* How you ALIGN with other managers and their teams, and GIVE AND RECEIVE ESCALATIONS to accomplish cross-functional goals",https://www.coursera.org/learn/real-world-engineering-management-2
145,IoT Devices,"The Internet of Things (IoT) stands to be the next revolution in computing. Billions of data-spouting devices connected to the Internet are already fundamentally changing the way we live and work. This course teaches a deep understanding of IoT technologies from the ground up. Students will learn IoT device programming (Arduino and Raspberry Pi), sensing and actuating technologies, IoT protocol stacks (Zigbee, 5G, NFC, MQTT, etc), networking backhaul design and security enforcement, data science for IoT, and cloud-based IoT platforms such as AWS IoT. As an optional honors avtivity, students will be guided through laboratory assignments designed to give them practical real-world experience, where they will deploy a distributed wifi monitoring service, a cloud-based IoT service platform serving tens of thousands of heartbeat sensors, and more. Students will emerge from the class with a cutting-edge education on this rapidly emerging technology segment, and with the confidence to carry out tasks they will commonly encounter in industrial settings. Important: To complete the practical part of the whole series (honors) there will be practical experimentation using actual hardware, which you will need to acquire. (Cost may vary between 100 and 200 USD depending on your location). Most parts that are needed for the first course, will be re-used in the following courses.",https://www.coursera.org/learn/iot-devices-il
146,API Security on Google Cloud's Apigee API Platform,"In this course, you learn how to secure your APIs. You explore the security concerns you will encounter for your APIs. You learn about OAuth, the primary authorization method for REST APIs. You will learn about JSON Web Tokens (JWTs) and federated security. You also learn about securing against malicious requests, safely sending requests across a public network, and how to secure your data for users of Apigee. Through a combination of lectures, hands-on labs, and supplemental materials, you will learn how to design, build, secure, deploy, and manage API solutions using Google Cloud's Apigee API Platform.

This is the second course of the Developing APIs with Google Cloud's Apigee API Platform series. After completing this course, enroll in the API Development on Google Cloud's Apigee API Platform course.",https://www.coursera.org/learn/api-security-apigee-gcp
147,API Development on Google Cloud's Apigee API Platform,"In this course, you learn how to create APIs that utilize multiple services and how you can use custom code on Apigee. You will also learn about fault handling, and how to share logic between proxies. You learn about traffic management and caching. You also create a developer portal, and publish your API to the portal. You learn about logging and analytics, as well as CI/CD and the different deployment models supported by Apigee. Through a combination of lectures, hands-on labs, and supplemental materials, you will learn how to design, build, secure, deploy, and manage API solutions using Google Cloud's Apigee API Platform.This is the third and final course of the Developing APIs with Google Cloud's Apigee API Platform course series.",https://www.coursera.org/learn/api-development-apigee-gcp
148,M2M & IoT Interface Design & Protocols for Embedded Systems,"This course can also be taken for academic credit as ECEA 5348, part of CU Boulder’s Master of Science in Electrical Engineering degree. M2M and IoT Interface Design and Protocols is the third of three classes in the Embedded Interface Design (EID) specialization, an online version of the on-campus EID class taught in graduate embedded systems design.  This course is focused on connecting devices to each other and to the cloud to create prototypes and actual systems that flow data from devices to consumers.  The class includes an introduction to M2M (Machine-to-Machine) and IoT (Internet of Things) concepts, using the cloud to develop IoT systems (specifically AWS (Amazon Web Services) and its IoT framework), a review of common communications protocols at every level of connected devices, and other IoT design concerns such as security, message queuing approaches, and the use and design of APIs and microservices .  The content ranges from general design best practices to specifics for select tools and methods, but all are presented to support developing embedded devices in IoT applications.  The class includes practical projects that let you try some of standard methods in software development of prototype graphical user interfaces for devices using AWS, Python, and optionally Node.JS.  This course can be taken for academic credit as ECEA 5348, part of CU Boulder's Master of Science in Electrical Engineering degree.",https://www.coursera.org/learn/m2m-iot-interface-design-embedded-systems
149,Rapid Prototyping of Embedded Interface Designs,"This course can also be taken for academic credit as ECEA 5347, part of CU Boulder’s Master of Science in Electrical Engineering degree. Rapid Prototyping is the second of three classes in the Embedded Interface Design (EID) specialization, an online version of the on-campus EID class taught in graduate embedded systems design.  This course is focused on rapid prototyping of devices and systems and the related methods, practices, and principles that will help ensure your embedded interface designs are what your users both need and want.  The class includes an introduction to rapid prototyping, prototyping device and system user interfaces, prototyping devices, and design considerations and perspectives for devices.  The content ranges from general design best practices to specifics for embedded devices of different types and specific flavors of user interfaces, but all are presented to support developing embedded devices.  The class includes practical projects that let you try some of standard methods in software development of prototype graphical user interfaces for devices using Qt and HTML.  This course can be taken for academic credit as ECEA 5347, part of CU Boulder's Master of Science in Electrical Engineering degree.",https://www.coursera.org/learn/rapid-prototyping-embedded-interface
150,Principles of Secure Coding,"This course introduces you to the principles of secure programming. It begins by discussing the philosophy and principles of secure programming, and then presenting robust programming and the relationship between it and secure programming. We'll go through a detailed example of writing robust code and we'll see many common programming problems and show their connection to writing robust, secure programs in general. We’ll examine eight design principles that govern secure coding and how to apply them to your own work. We’ll discuss how poor design choices drive implementation in coding. We’ll differentiate between informal, formal, and ad hoc coding methods. Throughout, methods for improving the security and robustness of your programs will be emphasized and you will have an opportunity to practice these concepts through various lab activities. A knowledge of the C programming language is helpful, but not required to participate in the lab exercises.",https://www.coursera.org/learn/secure-coding-principles
151,Prepare for AZ-204: Developing Solutions for Microsoft Azure,"Microsoft certifications give you a professional advantage by providing globally recognized and industry-endorsed evidence of mastering skills in digital and cloud businesses. In this course, you will prepare to take the Exam AZ-204: Developing Solutions for Microsoft Azure.  In this course, you will refresh your knowledge of hall phases of cloud development from requirements, definition, and design; to development, deployment, and maintenance; to performance tuning and monitoring. You will test your knowledge in a practice exam mapped to all the main topics covered in the AZ-204 exam, ensuring you’re well prepared for certification success. Y

You will also get a more detailed overview of the Microsoft certification program and where you can go next in your career. You’ll also get tips and tricks, testing strategies, useful resources, and information on how to sign up for the AZ-204 proctored exam. By the end of this course, you will be ready to sign-up for and take the certification exam.

This is the last course in a program of eight courses to help prepare you to take the exam so that you can have expertise in designing and implementing data solutions that use Microsoft Azure data services. The Developing Solutions for Microsoft Azure exam is an opportunity to prove knowledge expertise in designing, building, testing, and maintaining cloud applications and services on Microsoft Azure. Each course teaches you the concepts and skills that are measured by the exam.",https://www.coursera.org/learn/az-204-developing-solutions-for-microsoft-azure
152,Introduction to Domain Models,"This course is a continuation of the Introduction to Software Development and Applications course. In this course, you will dive further into exploring software engineering techniques and their application to real-world business problems. Students who take this course will be equipped with practical design and programming techniques for the purpose of modeling significant business applications quickly.  In this course you will learn about constructing domain models. You will also refine your skills to employ systems thinking, the object-oriented paradigm, the visual programming technique, as well as productivity tools to put together complicated, powerful designs. We will practice simple and smart ways of making software programming enjoyable.",https://www.coursera.org/learn/introduction-to-domain-models
153,Backend Development using ASP.Net,"The second course in the ASP.NET for Experienced Developers specialization dives deeper into the development of robust and scalable backend applications using ASP.NET technologies. This course is structured around three key ASP.NET technologies: ASP.NET Core, ASP.NET MVC, and ASP.NET Web API. In the first module of the course, participants will explore ASP.NET Core, a cross-platform, high-performance framework for building web applications. Learners will grasp how to create, configure, and control middleware, routing, and controllers in ASP.NET Core applications.

The second module of the course focuses on ASP.NET MVC, an advanced framework for building web applications that follow the MVC (Model-View-Controller) pattern. This part will impart knowledge about creating views, models, and controllers and utilizing them effectively to construct web applications.

The third module delves into ASP.NET Web API, a framework used for building RESTful APIs consumable by a diverse range of clients. It involves the understanding of creating controllers, mapping routes, handling HTTP requests, and managing responses.

By the end of the course, participants will gain a solid understanding of ASP.NET technologies, including ASP.NET Core, ASP.NET MVC, and ASP.NET Web API. They will be capable of creating robust and scalable backend applications that can handle high traffic and complex business logic.",https://www.coursera.org/learn/backend-development-with-asp-dot-net
154,Introduction to Machine Learning with Python,"This course will give you an introduction to machine learning with the Python programming language. You will learn about supervised learning, unsupervised learning, deep learning, image processing, and generative adversarial networks. You will implement machine learning models using Python and will learn about the many applications of machine learning used in industry today. You will also learn about and use different machine learning algorithms to create your models. You do not need a programming or computer science background to learn the material in this course. This course is open to anyone who is interested in learning how to code and write programs in Python. We are very excited that you will be learning with us and hope you enjoy the course!",https://www.coursera.org/learn/introduction-to-machine-learning-with-python
155,Object-Oriented Python: Inheritance and Encapsulation,"Code and run your first python program in minutes without installing anything! This course is designed for learners with limited coding experience, providing a solid foundation of not just python, but core Computer Science topics that can be transferred to other languages. The modules in this course cover inheritance, encapsulation, polymorphism, and other object-related topics. Completion of the prior 3 courses in this specialization is recommended.

To allow for a truly hands-on, self-paced learning experience, this course is video-free. Assignments contain short explanations with images and runnable code examples with suggested edits to explore code examples further, building a deeper understanding by doing. You'll benefit from instant feedback from a variety of assessment items along the way, gently progressing from quick understanding checks (multiple choice, fill in the blank, and un-scrambling code blocks) to small, approachable coding exercises that take minutes instead of hours.",https://www.coursera.org/learn/object-oriented-python
156,"Excel/VBA for Creative Problem Solving, Part 3 (Projects)","In this course, learners will complete several VBA projects.  It is highly recommended that learners first take ""Excel/VBA for Creative Problem Solving, Part 1"" and ""Excel/VBA for Creative Problem Solving, Part 2"".  This course builds off of skills learned in those two courses.  This is a project-based course.  Therefore, the projects are quite open-ended and there are multiple ways to solve the problems.  Through the use of Peer Review, other learners will grade learners' projects based on a grading rubric.",https://www.coursera.org/learn/excel-vba-for-creative-problem-solving-part-3-projects
157,Software Design as an Element of the Software Development Lifecycle,"This course talks about software development lifecycles a description/prescription for how we write software.  Design is a step in this life cycle, and the course explores the implications of this.  Design has a role in the life cycle; it is always there, regardless of the kind of life cycle we’re talking about.  Why is that?  Why was design considered as a step in this life cycle?",https://www.coursera.org/learn/software-design-development-life-cycle
158,IBM COBOL Data and File Management,"Welcome to IBM COBOL – Data and File Management! By enrolling in this course, you are taking a big step in increasing your knowledge and hands on experience with IBM COBOL data and file management. In this course, you will learn the fundamental elements of COBOL code. You will learn the process of working with COBOL data. You will learn handling COBOL files. This course also relational databases in a mainframe, COBOL context. So let’s get started!",https://www.coursera.org/learn/cobol-data-file-management
159,Introduction to Python Scripting for DevOps,"This course is the first course in a series that aims to prepare you for a role working as a programmer. In this course, you will be introduced to the five main concepts in procedural programming: user input, console output, variable declaration and assignment, decision branching and iteration.  Labs will allow you to apply the material in the lectures in simple computer programs designed to re-enforce the material in the lesson.",https://www.coursera.org/learn/python-scripting-intro
160,GenAI and LLMs on AWS,"This course will teach you how to deploy and manage large language models (LLMs) in production using AWS services like Amazon Bedrock. By the end of the course, you will know how to: Choose the right LLM architecture and model for your application using services.
Optimize cost, performance and scalability of LLMs on AWS using auto-scaling groups, spot instances and container orchestration
Monitor and log metrics from your LLM to detect issues and continuously improve quality
Build reliable and secure pipelines to train, deploy and update models using AWS services
Comply with regulations when deploying LLMs in production through techniques like differential privacy and controlled rollouts
This course is unique in its focus on real-world operationalization of large language models using AWS. You will work through hands-on labs to put concepts into practice as you learn. Whether you are a machine learning engineer, data scientist or technical leader, you will gain practical skills to run LLMs in production.",https://www.coursera.org/learn/genai-llm-aws
161,UI Automation and Selectors,"The UI Automation and Selectors course provides a deep understanding of the different methods used while interacting with the User Interface of different applications like Excel, Word, CRM, Websites while building automation projects.  It introduces the Recording feature and the different recordings available in Studio to record user actions and generate workflows. It will also provide knowledge about Selectors and how they are beneficial while building automation projects. 

The course has multiple practice exercises that will help strengthen your knowledge and understand the creation of workflows in Studio.",https://www.coursera.org/learn/ui-automation-and-selectors
162,Python and Rust with Linux Command Line Tools,"This course is designed for beginners and those with some programming experience in either Python or Rust that want to implement automation and utilities in the command-line. Although no prior knowledge of Python or Rust is required, basic programming knowledge is recommended as well as some familiarity with the command-line interface (CLI). Throughout the course, you will gain a solid foundation for building efficient, reliable, and high-performance command-line tools that can help you automate tasks for data engineering, systems engineering, and DevOps. By completing this course, you will have the skills to develop and distribute sophisticated and efficient command-line tools.",https://www.coursera.org/learn/python-rust-linux
163,The Raspberry Pi Platform and Python Programming for the Raspberry Pi,"The Raspberry Pi is a small, affordable single-board computer that you will use to design and develop fun and practical IoT devices while learning programming and computer hardware. In addition, you will learn how to set up up the Raspberry Pi environment, get a Linux operating system running, and write and execute some basic Python code on the Raspberry Pi. You will also learn how to use Python-based IDE (integrated development environments) for the Raspberry Pi and how to trace and debug Python code on the device. Please note that this course does not include discussion forums.",https://www.coursera.org/learn/raspberry-pi-platform
164,Web Application Development with ASP.NET Core,"Unlock the world of web application development with our 'Web Application Development with ASP.NET Core' course. In the 'Introduction to ASP.NET Core' module, you'll grasp the fundamentals of ASP.NET Core architecture. Next, in 'Building Web APIs,' you'll master the art of creating powerful API services. 'Working with Entity Framework Core' will equip you with database management skills, and 'Authentication and Authorization' will empower you to secure your applications. Harness the potential of ASP.NET Core to build modern, responsive, and secure web applications.",https://www.coursera.org/learn/web-application-development-with-aspnet-core
165,Software Engineering: Modeling Software Systems using UML,"Software Development Life Cycle (SDLC) is the process of developing software through planning, requirement analysis, design, implementation, testing, and maintenance. This course focuses on the requirement analysis phase of SDLC, and you will learn how to use UML models to capture the system requirements and to facilitate communication between client/users and developers. UML is a general purpose visual modeling language for systems. It can be used to highlight different aspects of the system that are of interest to different stakeholders. Data requirements are captured in the domain model, which describes the important concepts of the application domain as classes, associations between them and constraints on them. Functional requirements are captured in the use-case model to describe the interactions between the system and its environment (users, other systems). UML incorporates the current best practices in Object-Oriented modeling techniques. Basic object-oriented programming (OOP) concepts are required to attempt the course. It is recommended to take the courses in the order they are listed, as they progressively develop techniques and concepts about software engineering, but it is not a hard requirement.",https://www.coursera.org/learn/software-engineering-modeling-software-systems-using-uml
166,Deploy a website with Azure Virtual Machines,"If your web hosting requirements aren't directly supported by the Azure Web app platform, you can leverage virtual machines to customize and control every aspect of ta webserver. In this course, you will learn how to create, configure, and manage virtual machines on Linux and Windows that host web apps. You will look at the decisions made before creating a VM, the options to create and manage the VM, and the extensions and services you use to manage your VM. You will learn how to create a Linux virtual machine using the Azure portal. You will also see how Azure virtual machines (VMs) enable you to create dedicated compute resources in minutes that can be used just like a physical desktop or server machine. Finally, you will build and run a web application with the MEAN stack on an Azure Linux virtual machine

This course will help you prepare for the Microsoft Certified: Azure Developer Associate certification. In this course, you will take a practice exam that covers key skills measured in the exam.

This is the second course in a program of 8 courses to help prepare you to take the exam. Each course teaches you the concepts and skills that are measured by the exam. 

This course is part of a Specialization intended for developers who want to demonstrate their expertise in all phases of cloud development from requirements, definition, and design; to development, deployment, and maintenance; to performance tuning and monitoring. It is ideal for anyone interested in preparing for the AZ-204: Developing Solutions for Microsoft Azure exam. By the end of this program you will be ready to take and sign-up for the Exam AZ-204: Developing Solutions for Microsoft Azure.",https://www.coursera.org/learn/deploy-a-website-with-azure-virtual-machines
167, Libraries and Frameworks for Frontend Development,"This course is designed for individuals who want to learn how to build robust and scalable web applications using Angular and React. Throughout the course, you will learn the fundamental concepts of front-end development and understand how to create dynamic and interactive user interfaces. In the first module, ""React for Frontend development,"" we'll dive deep into the React library. You will be introduced to its fundamentals, such as components, state, props, and JSX. This understanding will enable you to craft user interfaces that are both interactive and dynamic, setting the stage for efficient web applications.

The second module, ""Angular for Frontend Development,"" transitions to Angular, an equally compelling but distinct framework for building scalable web applications. Here, you'll immerse yourself in the core concepts of Angular, encompassing components, modules, directives, services, and templates. With hands-on exercises, you'll gain proficiency in constructing robust applications that are both modular and maintainable.

Finally in the third module, ""Building a Dynamic Website."" This module synthesizes the knowledge you've acquired, guiding you through the process of creating a full-fledged website. By integrating the functionalities from React and Angular, you will see firsthand how these tools can come together to produce powerful user experiences.

By the end of the course, you will have a thorough understanding of how to use Angular and React to develop high-quality and responsive web applications.",https://www.coursera.org/learn/libraries-and-frameworks-for-frontend-development
168,Object-Oriented C++: Inheritance and Encapsulation,"Code and run your first C++ program in minutes without installing anything! This course is designed for learners with limited coding experience, providing a solid foundation of not just C++, but core Computer Science topics that can be transferred to other languages. The modules in this course cover inheritance, encapsulation, polymorphism, and other object-related topics. Completion of the prior 3 courses in this specialization is recommended.

To allow for a truly hands-on, self-paced learning experience, this course is video-free. Assignments contain short explanations with images and runnable code examples with suggested edits to explore code examples further, building a deeper understanding by doing. You'll benefit from instant feedback from a variety of assessment items along the way, gently progressing from quick understanding checks (multiple choice, fill in the blank, and un-scrambling code blocks) to small, approachable coding exercises that take minutes instead of hours.",https://www.coursera.org/learn/object-oriented-cpp
169,Game Design and Development 2: 2D Platformer,"If you love games and want to learn how to make them, then this course is your second step down that path. In this course you will learn the fundamentals of game design, including an understanding of the game world, storytelling, gameplay, user experience, and game technology. You will continue developing videogames using industry standard game development tools, including the Unity game engine. At the end of the course you will have completed a 2D Platformer game, and will be able to leverage an array of game development techniques to create your own basic games.",https://www.coursera.org/learn/game-design-and-development-2
170,Learn Tailwind CSS,"In this course, we'll delve into the features of Tailwind, a utility-first framework designed to streamline web design. Tailwind eliminates the need for extensive custom CSS, enhancing developer productivity and maintaining leaner, more efficient CSS files. It excels in performance with caching and provides sensible design defaults through color palettes, sizing consistency, and responsive design principles. Tailwind's mobile-first approach and intuitive naming conventions further simplify development.",https://www.coursera.org/learn/learn-tailwind-css
171,Working with Objects in C++,"This course is the fourth of five courses aiming to help you to become confident working in the object-oriented paradigm in the C++ language.  This specialisation is for individuals who want to learn about objected oriented programming. It's an all-in-one package that will take you from the very fundamentals of C++, all the way to building a crypto-currency exchange platform.

During the five courses, you will work with the instructor on a single project: a crypto-currency exchange platform. Whilst building the project, you will learn about a range of programming techniques from basic control flow and input/output through to file parsing, object-oriented techniques and user interaction on the console. 

In this fourth course, you will implement the matching engine for the crypto-currency exchange platform.  You will learn about C++ vector iterations, test data to evaluate the matching engine algorithm, and deepen your knowledge about exception handling to write robust code. 

Upon completing the course, you will be able to:

* Write functions that calculate basic statistics by iterating over vectors of objects
* Use test data to evaluate the correctness of an algorithm
* Use exception handling to write robust user input processing code",https://www.coursera.org/learn/cplusplus-crypto-iv
172,Technical Deep Dive with Incident Response Tools,"The Cyber Incident Response course will give students an understanding of how incidents are responded to at a high level, as well as allow them to build important technical skills through the hands-on labs and projects. This course starts with a high-level discussion of what happens at each phase of responding to an incident, followed by a technical deep dive into some of the more exciting parts of memory, network, and host analysis and forensics. This course is for anyone wishing to apply learned forensics and offensive knowledge such as ethical hacking to the incident response process.",https://www.coursera.org/learn/technical-deep-dive-with-incident-response-tools
173,Principles of Computing (Part 1),"This two-part course builds upon the programming skills that you learned in our Introduction to Interactive Programming in Python course.  We will augment those skills with both important programming practices and critical mathematical problem solving skills.  These skills underlie larger scale computational problem solving and programming. The main focus of the class will be programming weekly mini-projects in Python that build upon the mathematical and programming principles that are taught in the class. To keep the class fun and engaging, many of the projects will involve working with strategy-based games. In part 1 of this course, the programming aspect of the class will focus on coding standards and testing.  The mathematical portion of the class will focus on probability, combinatorics, and counting with an eye towards practical applications of these concepts in Computer Science.  

Recommended Background - Students should be comfortable writing small (100+ line) programs in Python using constructs such as lists, dictionaries and classes and also have a high-school math background that includes algebra and pre-calculus.",https://www.coursera.org/learn/principles-of-computing-1
174,Python Data Analysis,"This course will continue the introduction to Python programming that started with Python Programming Essentials and Python Data Representations.  We'll learn about reading, storing, and processing tabular data, which are common tasks.  We will also teach you about CSV files and Python's support for reading and writing them.  CSV files are a generic, plain text file format that allows you to exchange tabular data between different programs. These concepts and skills will help you to further extend your Python programming knowledge and allow you to process more complex data. By the end of the course, you will be comfortable working with tabular data in Python. This will extend your Python programming expertise, enabling you to write a wider range of scripts using Python.

This course uses Python 3.  While most Python programs continue to use Python 2, Python 3 is the future of the Python programming language. This course uses basic desktop Python development environments, allowing you to run Python programs directly on your computer.",https://www.coursera.org/learn/python-analysis
175,Spring - Cloud Overview,"This course explains some high level patterns used in Microservice architectures and the motivation to move towards these architectures and away from monolithic development of applications. . It then goes on to implement these patterns using Spring Cloud, Netflix OSS one of the most popular Cloud implementations of Microservices used today. Students will learn about Service Registration, Service Discovery, Client Side Load Balancing, Circuit Breakers, and Gateway or Edge Services in a Spring Boot Setting. It will leverage Spring  Cloud and Netflix OSS, Labs will specifically target the projects Eureka, Ribbon, Hystrix, Feign and Zuul.",https://www.coursera.org/learn/spring-cloud-overview
176,Learn HTML and CSS,"This course is perfect if you want to learn how to code websites from scratch. You will learn the basics of HTML and CSS through interactive challenges. Along the way, you will build multiple projects, like a Google.com clone, a Space Exploration page, and a fun birthday site filled with GIFs. While most of the challenges are done in Scrimba's interactive editor, you will also learn how to use professional tools like VS Code for code editing, GitHub for hosting your code, and Netlify for deploying your projects to the world wide web.",https://www.coursera.org/learn/learn-html-and-css
177,Animation with JavaScript and jQuery,"With the general introduction of JavaScript in the first course, this course will focus on JavaScript libraries, specifically jQuery. The scripts will be geared toward Document Object Model (DOM) manipulation. Learners will describe the top JavaScript libraries and differentiate which would work best to implement and accelerate development of web page animation. Course objectives include being introduced to the end product of the course – a landing page style website using jQuery elements to manipulate HTML documents and enhance user experience.  Diving deeper into the landing page that will be created and break it out into individual jQuery projects.  jQuery events and effects will be covered while exploring more jQuery’s relationship with HTML documents.  Finally, a focus on plugins and continue to breakdown jQuery's ability to manipulate HTML and CSS.",https://www.coursera.org/learn/animation-javascript-jquery
178,"Tables, Data & Networking in iOS","In this course you will learn how to work with data in iOS.  Data is the key ingredient for any functional app and one must learn how to properly display it to the user.  You will learn how to use tables and collection views to display data to users, and how to use Core Data to build more robust, data-driven applications. Every app must have data.  Making web requests is by far the most common thing you will do as an iOS developer.  You will learn how to get your apps working with servers and external data. Throughout the course, you will create a ToDo app, including learning how to decode data from a web server as well as how to make POST requests.",https://www.coursera.org/learn/swift-ios-tables-networking
179,Cloud Operations and Service Mesh with Anthos,"This foundational course, course one of the Architecting Hybrid Cloud Infrastructure with Anthos series, equips students to plan and create Anthos environments: to build manageable and reliable multi-cluster Kubernetes infrastructure environments using Anthos and containers. This course is a continuation of Architecting with GKE and assumes direct experience with the technologies covered in that course.",https://www.coursera.org/learn/cloud-operations-and-service-mesh-with-anthos
180,Effective Programming in Scala,"Scala is an expressive, versatile, and safe programming language. In this course, you will learn how to get the most out of Scala to solve common programming tasks such as modeling business domains, breaking down complex problems into simpler problems, manipulating data, or running parallel tasks.

Along the journey, you will also learn the best practices for writing high-quality code that scales to large applications, how to handle errors, how to write tests, and how to leverage a productive development environment.

This comprehensive, hands-on, course aims at leveling up your programming skills by embracing both functional programming and object-oriented programming. You will become familiar with the standard library and the common patterns of code used in the real world.

Each week contains about 1h30 of video lectures. Each lecture is a ~10 min video focused on a specific skill or concept. We always start by looking at concrete problems, and then explain how language features or libraries make you more productive to solve these problems in general.

Lectures are generally followed by a quiz to assess your progress. At the end of each week, a graded assignment inspired by real-world applications will give you an opportunity to put things in practice.

The course covers Scala 3, and it mentions the differences with Scala 2.",https://www.coursera.org/learn/effective-scala
181,"Computing, Ethics, and Society Foundations","Computing systems and technologies fundamentally impact the lives of most people in the world, including how we communicate, get information, socialize, and receive healthcare.   This course is the first of a three-course sequence that examines ethical issues in the design and implementation of computing systems and technologies and reflects upon the broad implication of computing on our society.   It covers ethical theories, privacy, security, social media, and misinformation.  This course can be taken for academic credit as part of CU Boulder’s MS in Computer Science degrees offered on the Coursera platform. These fully accredited graduate degrees offer targeted courses, short 8-week sessions, and pay-as-you-go tuition. Admission is based on performance in three preliminary courses, not academic history. CU degrees on Coursera are ideal for recent graduates or working professionals. Learn more: 

MS in Computer Science: https://coursera.org/degrees/ms-computer-science-boulder",https://www.coursera.org/learn/computing-ethics-and-society-foundations
182,Android App Capstone ,"This course gives you the opportunity to demonstrate the skills you have gained throughout the Android Developer Professional Certificate program. You'll do this by developing an Android app to order food from the Little Lemon restaurant. In other words, you'll create a solution to a real-world problem. At this point in the program, you've gained all the skills you need to successfully complete this project.  But you might need to refresh your memory when it comes to the previous courses in the program. For that reason, each module in this course will take you through a brief recap of relevant content from previous courses in the program. And, don't worry, there will be links too so you can review content in more detail if necessary. In this way, you will be guided through the process of building the Little Lemon food ordering app which allows you to show off your Android development skills.

By the end of the course, you will be able to:
- Set up a Jetpack Compose application
- Commit a project to a Git repository
- Plan the UI and UX of an application
- Set up a navigation hierarchy between app screens
- Create a user onboarding flow
- Develop a food menu user interface
 
On completion of the Capstone Project, you’ll have an interactive mobile application that you can share with recruiters and impress potential employers with.
 
This is an advanced course, intended for learners with a background in Android app development. And, it always helps to have a can-do attitude!",https://www.coursera.org/learn/android-app-capstone
183,Intermediate Web and Front-End Development,"Do you want to learn how to optimize your websites for search engines? This course will teach you how Search Engine Optimization (SEO) techniques can help improve the visibility of your website. Then you will investigate automated build tools and bundlers like Webpack, which helps with bundling assets, modules, and dependencies into a single bundle, allowing developers to focus on development.

Following that, you will explore how web optimization assesses and perceives the user experience of load time and runtime. You'll examine how JavaScript Testing frameworks like Mocha and Jasmine can automate testing to improve testing speed and efficiency, test accuracy, and reduce test maintenance costs and risks.

Finally, you will discover why debugging is such an important part of the software development process. You will learn how to use Google Chrome DevTools to debug a program without recompiling or changing its source code, as well as how to use a variety of add-ons or extensions to debug a program.",https://www.coursera.org/learn/intermediate-web-and-front-end-development
184,Building Scalable Applications with .NET Core,"Level up your skillset and learn to build high-performance, scalable applications with the ""Building Scalable Applications with .NET Core"" course. The ""Building Scalable Applications with .NET Core"" course equips you with the knowledge and skills to design and develop high-performance, scalable applications using the .NET Core framework. You'll explore scalability patterns, load balancing, and horizontal scaling, enabling your applications to handle increasing workloads seamlessly. Learn to implement microservices, message queues, and distributed caching to design scalable architectures. Optimize performance through caching, asynchronous programming, and efficient data access. Embrace cloud services for scalability and deploy strategies on platforms like Microsoft Azure. Gain insights into monitoring, measuring, and analyzing performance to identify bottlenecks and optimize your .NET Core applications for ultimate scalability and availability.

Why Choose This Course?

Comprehensive and practical: Learn from industry experts and apply your newfound knowledge directly to real-world scenarios.
Cutting-edge content: Stay ahead by exploring the latest .NET Core features and technologies in-depth.
Flexible learning: Access the course anytime, anywhere, and learn at your own pace.

This course is your one-stop shop for mastering the art of building scalable, high-performance .NET Core applications. Invest in your skills today and take your career to the next level.",https://www.coursera.org/learn/building-scalable-applications-with-net-core
